Time,controlFlow,outflow
0,6,0
0.02,6,0
0.04,6,0
0.06,6,0
0.08,6,0
0.1,6,0
0.12,6,0
0.14,6,0
0.16,6,0
0.18,6,0
0.2,6,0
0.22,6,0
0.24,6,0
0.26,6,0
0.28,6,0
0.3,6,0
0.32,6,0
0.34,6,0
0.36,6,0
0.38,6,0
0.4,6,0
0.42,6,0
0.44,6,0
0.46,6,0
0.48,6,0
0.5,6,0
0.52,6,0
0.54,6,0
0.56,6,0
0.58,6,0
0.6,6,0
0.62,6,0
0.64,6,0
0.66,6,0
0.68,6,0
0.7,6,0
0.72,6,0
0.74,6,0
0.76,6,0
0.78,6,0
0.8,6,0
0.82,6,0
0.84,6,0
0.86,6,0
0.88,6,0
0.9,6,0
0.92,6,0
0.940000000000001,6,0
0.960000000000001,6,0
0.980000000000001,6,0
1,6,0
1.02,6,0
1.04,6,0
1.06,6,0
1.08,6,0
1.1,6,0
1.12,6,0
1.14,6,0
1.16,6,0
1.18,6,0
1.2,6,0
1.22,6,0
1.24,6,0
1.26,6,0
1.28,6,0
1.3,6,0
1.32,6,0
1.34,6,0
1.36,6,0
1.38,6,0
1.4,6,0
1.42,6,0
1.44,6,0
1.46,6,0
1.48,6,0
1.5,6,0
1.52,6,0
1.54,6,0
1.56,6,0
1.58,6,0
1.6,6,0
1.62,6,0
1.64,6,0
1.66,6,0
1.68,6,0
1.7,6,0
1.72,6,0
1.74,6,0
1.76,6,0
1.78,6,0
1.8,6,0
1.82,6,0
1.84,6,0
1.86,6,0
1.88,6,0
1.9,6,0
1.92,6,0
1.94,6,0
1.96,6,0
1.98,6,0
2,6,0
2.02,6,0
2.04,6,0
2.06,6,0
2.08,6,0
2.1,6,0
2.12,6,0
2.14,6,0
2.16,6,0
2.18,6,0
2.2,6,0
2.22,6,0
2.24,6,0
2.26,6,0
2.28,6,0
2.3,6,0
2.32,6,0
2.34,6,0
2.36,6,0
2.38,6,0
2.4,6,0
2.42,6,0
2.44,6,0
2.46,6,0
2.48,6,0
2.5,6,0
2.52,6,0
2.54,6,0
2.56,6,0
2.58,6,0
2.6,6,0
2.62,6,0
2.64,6,0
2.66,6,0
2.68,6,0
2.7,6,0
2.72,6,0
2.74,6,0
2.76,6,0
2.78,6,0
2.8,6,0
2.82,6,0
2.84,6,0
2.86,6,0
2.88,6,0
2.9,6,0
2.92,6,0
2.94,6,0
2.96,6,0
2.98,6,0
3,5.91090193305465,1.99030546372835
3.02,5.91090193305465,1.99030546372835
3.04,5.91090193305465,1.99030546372835
3.06,5.91090193305465,1.99030546372835
3.08,5.91090193305465,1.99030546372835
3.1,5.91090193305465,15.1462762217908
3.12,5.91090193305465,15.1462762217908
3.14,5.91090193305465,15.1462762217908
3.16,5.91090193305465,15.1462762217908
3.18,5.91090193305465,15.1462762217908
3.2,5.91090193305465,23.6495219529088
3.22,5.91090193305465,23.6495219529088
3.24,5.91090193305465,23.6495219529088
3.26,5.91090193305465,23.6495219529088
3.28,5.91090193305465,23.6495219529088
3.3,5.91090193305465,29.1223903634963
3.32,5.91090193305465,29.1223903634963
3.34,5.91090193305465,29.1223903634963
3.36,5.91090193305465,29.1223903634963
3.38,5.91090193305465,29.1223903634963
3.4,5.91090193305465,32.6687993565401
3.42,5.91090193305465,32.6687993565401
3.44,5.91090193305465,32.6687993565401
3.46,5.91090193305465,32.6687993565401
3.48,5.91090193305465,32.6687993565401
3.5,5.77882133413279,34.9506509795294
3.52,5.77882133413279,34.9506509795294
3.54,5.77882133413279,34.9506509795294
3.56,5.77882133413279,34.9506509795294
3.58,5.77882133413279,34.9506509795294
3.6,5.77882133413279,36.4382470039607
3.62,5.77882133413279,36.4382470039607
3.64,5.77882133413279,36.4382470039607
3.66,5.77882133413279,36.4382470039607
3.68,5.77882133413279,36.4382470039607
3.7,5.77882133413279,37.3918697801334
3.72,5.77882133413279,37.3918697801334
3.74,5.77882133413279,37.3918697801334
3.76,5.77882133413279,37.3918697801334
3.78,5.77882133413279,37.3918697801334
3.8,5.77882133413279,38.0224785240571
3.82,5.77882133413279,38.0224785240571
3.84,5.77882133413279,38.0224785240571
3.86,5.77882133413279,38.0224785240571
3.88,5.77882133413279,38.0224785240571
