time,PC,PCabin,ceiling_t,altitude_out,velocity_out
5.6000000000000005e-01,1.0130350692409057e+05,1.0457461593692360e+05,2.8647168046105980e+02,6.5333333333333332e+00,1.0066666666666666e+01
5.7999999999999996e-01,1.0130273956372697e+05,1.0457461593692360e+05,2.8647168046105980e+02,6.7666666666666657e+00,1.0069047619047620e+01
5.9999999999999998e-01,1.0130197222056662e+05,1.0457461593692360e+05,2.8819900317317132e+02,6.9999999999999991e+00,1.0071428571428571e+01
6.2000000000000000e-01,1.0130120489460928e+05,1.0467959919866483e+05,2.8819900317317132e+02,7.2333333333333325e+00,1.0073809523809524e+01
6.4000000000000001e-01,1.0130043758585460e+05,1.0467959919866483e+05,2.8819900317317132e+02,7.4666666666666668e+00,1.0076190476190476e+01
6.6000000000000003e-01,1.0129967029430234e+05,1.0467959919866483e+05,2.8819900317317132e+02,7.7000000000000002e+00,1.0078571428571429e+01
6.8000000000000005e-01,1.0129890301995215e+05,1.0467959919866483e+05,2.8819900317317132e+02,7.9333333333333336e+00,1.0080952380952381e+01
6.9999999999999996e-01,1.0129813576280378e+05,1.0467959919866483e+05,2.8819900317317132e+02,8.1666666666666661e+00,1.0083333333333334e+01
7.1999999999999997e-01,1.0129736852285691e+05,1.0467959919866483e+05,2.8819900317317132e+02,8.3999999999999986e+00,1.0085714285714285e+01
7.3999999999999999e-01,1.0129660130011124e+05,1.0467959919866483e+05,2.8819900317317132e+02,8.6333333333333329e+00,1.0088095238095239e+01
7.6000000000000001e-01,1.0129583409456651e+05,1.0467959919866483e+05,2.8819900317317132e+02,8.8666666666666671e+00,1.0090476190476190e+01
7.8000000000000003e-01,1.0129506690622238e+05,1.0467959919866483e+05,2.8819900317317132e+02,9.0999999999999996e+00,1.0092857142857143e+01
8.0000000000000004e-01,1.0129429973507857e+05,1.0467959919866483e+05,2.8817533170663569e+02,9.3333333333333339e+00,1.0095238095238095e+01
8.1999999999999995e-01,1.0129353258113480e+05,1.0463552587982814e+05,2.8817533170663569e+02,9.5666666666666664e+00,1.0097619047619048e+01
8.3999999999999997e-01,1.0129276544439077e+05,1.0463552587982814e+05,2.8817533170663569e+02,9.7999999999999989e+00,1.0100000000000000e+01
8.5999999999999999e-01,1.0129199832484618e+05,1.0463552587982814e+05,2.8817533170663569e+02,1.0033333333333333e+01,1.0102380952380953e+01
8.8000000000000000e-01,1.0129123122250072e+05,1.0463552587982814e+05,2.8817533170663569e+02,1.0266666666666666e+01,1.0104761904761904e+01
9.0000000000000002e-01,1.0129046413735412e+05,1.0463552587982814e+05,2.8817533170663569e+02,1.0500000000000000e+01,1.0107142857142858e+01
9.2000000000000004e-01,1.0128969706940607e+05,1.0463552587982814e+05,2.8817533170663569e+02,1.0733333333333333e+01,1.0109523809523809e+01
9.4000000000000095e-01,1.0128893001865629e+05,1.0463552587982814e+05,2.8817533170663569e+02,1.0966666666666677e+01,1.0111904761904762e+01
9.6000000000000096e-01,1.0128816298510446e+05,1.0463552587982814e+05,2.8817533170663569e+02,1.1200000000000010e+01,1.0114285714285714e+01
9.8000000000000098e-01,1.0128739596875031e+05,1.0463552587982814e+05,2.8817533170663569e+02,1.1433333333333344e+01,1.0116666666666667e+01
1.0000000000000000e+00,1.0128662896959354e+05,1.0463552587982814e+05,2.8938106177046291e+02,1.1666666666666666e+01,1.0119047619047619e+01
1.0200000000000000e+00,1.0128586198763383e+05,1.0469844896403003e+05,2.8938106177046291e+02,1.1900000000000000e+01,1.0121428571428572e+01
1.0400000000000000e+00,1.0128509502287093e+05,1.0469844896403003e+05,2.8938106177046291e+02,1.2133333333333333e+01,1.0123809523809523e+01
1.0600000000000001e+00,1.0128432807530450e+05,1.0469844896403003e+05,2.8938106177046291e+02,1.2366666666666667e+01,1.0126190476190477e+01
1.0800000000000001e+00,1.0128356114493427e+05,1.0469844896403003e+05,2.8938106177046291e+02,1.2600000000000000e+01,1.0128571428571428e+01
1.1000000000000001e+00,1.0128279423175994e+05,1.0469844896403003e+05,2.8938106177046291e+02,1.2833333333333334e+01,1.0130952380952381e+01
1.1200000000000001e+00,1.0128202733578121e+05,1.0469844896403003e+05,2.8938106177046291e+02,1.3066666666666666e+01,1.0133333333333333e+01
1.1399999999999999e+00,1.0128126045699781e+05,1.0469844896403003e+05,2.8938106177046291e+02,1.3299999999999999e+01,1.0135714285714286e+01
1.1599999999999999e+00,1.0128049359540940e+05,1.0469844896403003e+05,2.8938106177046291e+02,1.3533333333333331e+01,1.0138095238095238e+01
1.1799999999999999e+00,1.0127972675101573e+05,1.0469844896403003e+05,2.8938106177046291e+02,1.3766666666666666e+01,1.0140476190476191e+01
1.2000000000000000e+00,1.0127895992381645e+05,1.0469844896403003e+05,2.8955124516542696e+02,1.3999999999999998e+01,1.0142857142857142e+01
1.2200000000000000e+00,1.0127819311381133e+05,1.0467133412790587e+05,2.8955124516542696e+02,1.4233333333333333e+01,1.0145238095238096e+01
1.2400000000000000e+00,1.0127742632100002e+05,1.0467133412790587e+05,2.8955124516542696e+02,1.4466666666666665e+01,1.0147619047619047e+01
1.2600000000000000e+00,1.0127665954538228e+05,1.0467133412790587e+05,2.8955124516542696e+02,1.4699999999999999e+01,1.0150000000000000e+01
1.2800000000000000e+00,1.0127589278695777e+05,1.0467133412790587e+05,2.8955124516542696e+02,1.4933333333333334e+01,1.0152380952380952e+01
1.3000000000000000e+00,1.0127512604572620e+05,1.0467133412790587e+05,2.8955124516542696e+02,1.5166666666666666e+01,1.0154761904761905e+01
1.3200000000000001e+00,1.0127435932168730e+05,1.0467133412790587e+05,2.8955124516542696e+02,1.5400000000000000e+01,1.0157142857142857e+01
1.3400000000000001e+00,1.0127359261484073e+05,1.0467133412790587e+05,2.8955124516542696e+02,1.5633333333333333e+01,1.0159523809523810e+01
1.3600000000000001e+00,1.0127282592518626e+05,1.0467133412790587e+05,2.8955124516542696e+02,1.5866666666666667e+01,1.0161904761904761e+01
1.3799999999999999e+00,1.0127205925272354e+05,1.0467133412790587e+05,2.8955124516542696e+02,1.6099999999999998e+01,1.0164285714285715e+01
1.3999999999999999e+00,1.0127129259745231e+05,1.0467133412790587e+05,2.9036847796049233e+02,1.6333333333333332e+01,1.0166666666666666e+01
1.4199999999999999e+00,1.0127052595937224e+05,1.0470369187751324e+05,2.9036847796049233e+02,1.6566666666666666e+01,1.0169047619047619e+01
1.4399999999999999e+00,1.0126975933848305e+05,1.0470369187751324e+05,2.9036847796049233e+02,1.6799999999999997e+01,1.0171428571428571e+01
1.4600000000000000e+00,1.0126899273478448e+05,1.0470369187751324e+05,2.9036847796049233e+02,1.7033333333333331e+01,1.0173809523809524e+01
1.4800000000000000e+00,1.0126822614827618e+05,1.0470369187751324e+05,2.9036847796049233e+02,1.7266666666666666e+01,1.0176190476190476e+01
1.5000000000000000e+00,1.0126745957895789e+05,1.0470369187751324e+05,2.9036847796049233e+02,1.7500000000000000e+01,1.0178571428571429e+01
1.5200000000000000e+00,1.0126669302682929e+05,1.0470369187751324e+05,2.9036847796049233e+02,1.7733333333333334e+01,1.0180952380952380e+01
1.5400000000000000e+00,1.0126592649189012e+05,1.0470369187751324e+05,2.9036847796049233e+02,1.7966666666666665e+01,1.0183333333333334e+01
1.5600000000000001e+00,1.0126515997414006e+05,1.0470369187751324e+05,2.9036847796049233e+02,1.8199999999999999e+01,1.0185714285714285e+01
1.5800000000000001e+00,1.0126439347357881e+05,1.0470369187751324e+05,2.9036847796049233e+02,1.8433333333333334e+01,1.0188095238095238e+01
1.6000000000000001e+00,1.0126362699020609e+05,1.0470369187751324e+05,2.9063357528310320e+02,1.8666666666666668e+01,1.0190476190476190e+01
1.6200000000000001e+00,1.0126286052402160e+05,1.0468789257719500e+05,2.9063357528310320e+02,1.8899999999999999e+01,1.0192857142857143e+01
1.6399999999999999e+00,1.0126209407502504e+05,1.0468789257719500e+05,2.9063357528310320e+02,1.9133333333333333e+01,1.0195238095238095e+01
1.6599999999999999e+00,1.0126132764321612e+05,1.0468789257719500e+05,2.9063357528310320e+02,1.9366666666666664e+01,1.0197619047619048e+01
1.6799999999999999e+00,1.0126056122859455e+05,1.0468789257719500e+05,2.9063357528310320e+02,1.9599999999999998e+01,1.0199999999999999e+01
1.7000000000000000e+00,1.0125979483116003e+05,1.0468789257719500e+05,2.9063357528310320e+02,1.9833333333333332e+01,1.0202380952380953e+01
1.7200000000000000e+00,1.0125902845091227e+05,1.0468789257719500e+05,2.9063357528310320e+02,2.0066666666666666e+01,1.0204761904761904e+01
1.7400000000000000e+00,1.0125826208785096e+05,1.0468789257719500e+05,2.9063357528310320e+02,2.0299999999999997e+01,1.0207142857142857e+01
1.7600000000000000e+00,1.0125749574197581e+05,1.0468789257719500e+05,2.9063357528310320e+02,2.0533333333333331e+01,1.0209523809523809e+01
1.7800000000000000e+00,1.0125672941328655e+05,1.0468789257719500e+05,2.9063357528310320e+02,2.0766666666666666e+01,1.0211904761904762e+01
1.8000000000000000e+00,1.0125596310178287e+05,1.0468789257719500e+05,2.9119321764423387e+02,2.1000000000000000e+01,1.0214285714285714e+01
1.8200000000000001e+00,1.0125519680746444e+05,1.0470116883214173e+05,2.9119321764423387e+02,2.1233333333333334e+01,1.0216666666666667e+01
1.8400000000000001e+00,1.0125443053033102e+05,1.0470116883214173e+05,2.9119321764423387e+02,2.1466666666666665e+01,1.0219047619047618e+01
1.8600000000000001e+00,1.0125366427038227e+05,1.0470116883214173e+05,2.9119321764423387e+02,2.1699999999999999e+01,1.0221428571428572e+01
1.8799999999999999e+00,1.0125289802761795e+05,1.0470116883214173e+05,2.9119321764423387e+02,2.1933333333333330e+01,1.0223809523809523e+01
1.8999999999999999e+00,1.0125213180203769e+05,1.0470116883214173e+05,2.9119321764423387e+02,2.2166666666666664e+01,1.0226190476190476e+01
1.9199999999999999e+00,1.0125136559364127e+05,1.0470116883214173e+05,2.9119321764423387e+02,2.2399999999999999e+01,1.0228571428571428e+01
1.9399999999999999e+00,1.0125059940242836e+05,1.0470116883214173e+05,2.9119321764423387e+02,2.2633333333333333e+01,1.0230952380952381e+01
1.9600000000000000e+00,1.0124983322839864e+05,1.0470116883214173e+05,2.9119321764423387e+02,2.2866666666666664e+01,1.0233333333333333e+01
1.9800000000000000e+00,1.0124906707155185e+05,1.0470116883214173e+05,2.9119321764423387e+02,2.3099999999999998e+01,1.0235714285714286e+01
2.0000000000000000e+00,1.0124830093188769e+05,1.0470116883214173e+05,2.9147958775196588e+02,2.3333333333333332e+01,1.0238095238095237e+01
2.0200000000000000e+00,1.0124753480940587e+05,1.0469121064136998e+05,2.9147958775196588e+02,2.3566666666666666e+01,1.0240476190476191e+01
2.0400000000000000e+00,1.0124676870410607e+05,1.0469121064136998e+05,2.9147958775196588e+02,2.3800000000000001e+01,1.0242857142857142e+01
2.0600000000000001e+00,1.0124600261598804e+05,1.0469121064136998e+05,2.9147958775196588e+02,2.4033333333333331e+01,1.0245238095238095e+01
2.0800000000000001e+00,1.0124523654505143e+05,1.0469121064136998e+05,2.9147958775196588e+02,2.4266666666666666e+01,1.0247619047619047e+01
2.1000000000000001e+00,1.0124447049129599e+05,1.0469121064136998e+05,2.9147958775196588e+02,2.4500000000000000e+01,1.0250000000000000e+01
2.1200000000000001e+00,1.0124370445472140e+05,1.0469121064136998e+05,2.9147958775196588e+02,2.4733333333333334e+01,1.0252380952380953e+01
2.1400000000000001e+00,1.0124293843532736e+05,1.0469121064136998e+05,2.9147958775196588e+02,2.4966666666666669e+01,1.0254761904761905e+01
2.1600000000000001e+00,1.0124217243311361e+05,1.0469121064136998e+05,2.9147958775196588e+02,2.5199999999999999e+01,1.0257142857142858e+01
2.1800000000000002e+00,1.0124140644807981e+05,1.0469121064136998e+05,2.9147958775196588e+02,2.5433333333333334e+01,1.0259523809523809e+01
2.2000000000000002e+00,1.0124064048022570e+05,1.0469121064136998e+05,2.9187845836339085e+02,2.5666666666666668e+01,1.0261904761904763e+01
2.2200000000000002e+00,1.0123987452955099e+05,1.0469393098137063e+05,2.9187845836339085e+02,2.5900000000000002e+01,1.0264285714285714e+01
2.2400000000000002e+00,1.0123910859605535e+05,1.0469393098137063e+05,2.9187845836339085e+02,2.6133333333333333e+01,1.0266666666666667e+01
2.2599999999999998e+00,1.0123834267973850e+05,1.0469393098137063e+05,2.9187845836339085e+02,2.6366666666666664e+01,1.0269047619047619e+01
2.2799999999999998e+00,1.0123757678060015e+05,1.0469393098137063e+05,2.9187845836339085e+02,2.6599999999999998e+01,1.0271428571428572e+01
2.2999999999999998e+00,1.0123681089864002e+05,1.0469393098137063e+05,2.9187845836339085e+02,2.6833333333333329e+01,1.0273809523809524e+01
2.3199999999999998e+00,1.0123604503385778e+05,1.0469393098137063e+05,2.9187845836339085e+02,2.7066666666666663e+01,1.0276190476190477e+01
2.3399999999999999e+00,1.0123527918625317e+05,1.0469393098137063e+05,2.9187845836339085e+02,2.7299999999999997e+01,1.0278571428571428e+01
2.3599999999999999e+00,1.0123451335582588e+05,1.0469393098137063e+05,2.9187845836339085e+02,2.7533333333333331e+01,1.0280952380952382e+01
2.3799999999999999e+00,1.0123374754257560e+05,1.0469393098137063e+05,2.9187845836339085e+02,2.7766666666666666e+01,1.0283333333333333e+01
2.3999999999999999e+00,1.0123298174650206e+05,1.0469393098137063e+05,2.9214628700162467e+02,2.7999999999999996e+01,1.0285714285714286e+01
2.4199999999999999e+00,1.0123221596760493e+05,1.0468638404549730e+05,2.9214628700162467e+02,2.8233333333333331e+01,1.0288095238095238e+01
2.4399999999999999e+00,1.0123145020588397e+05,1.0468638404549730e+05,2.9214628700162467e+02,2.8466666666666665e+01,1.0290476190476191e+01
2.4600000000000000e+00,1.0123068446133885e+05,1.0468638404549730e+05,2.9214628700162467e+02,2.8699999999999999e+01,1.0292857142857143e+01
2.4800000000000000e+00,1.0122991873396929e+05,1.0468638404549730e+05,2.9214628700162467e+02,2.8933333333333330e+01,1.0295238095238096e+01
2.5000000000000000e+00,1.0122915302377497e+05,1.0468638404549730e+05,2.9214628700162467e+02,2.9166666666666664e+01,1.0297619047619047e+01
2.5200000000000000e+00,1.0122838733075561e+05,1.0468638404549730e+05,2.9214628700162467e+02,2.9399999999999999e+01,1.0300000000000001e+01
2.5400000000000000e+00,1.0122762165491092e+05,1.0468638404549730e+05,2.9214628700162467e+02,2.9633333333333333e+01,1.0302380952380952e+01
2.5600000000000001e+00,1.0122685599624060e+05,1.0468638404549730e+05,2.9214628700162467e+02,2.9866666666666667e+01,1.0304761904761905e+01
2.5800000000000001e+00,1.0122609035474437e+05,1.0468638404549730e+05,2.9214628700162467e+02,3.0099999999999998e+01,1.0307142857142857e+01
2.6000000000000001e+00,1.0122532473042190e+05,1.0468638404549730e+05,2.9244502835574281e+02,3.0333333333333332e+01,1.0309523809523810e+01
2.6200000000000001e+00,1.0122455912327293e+05,1.0468387501431631e+05,2.9244502835574281e+02,3.0566666666666666e+01,1.0311904761904762e+01
2.6400000000000001e+00,1.0122379353329717e+05,1.0468387501431631e+05,2.9244502835574281e+02,3.0800000000000001e+01,1.0314285714285715e+01
2.6600000000000001e+00,1.0122302796049428e+05,1.0468387501431631e+05,2.9244502835574281e+02,3.1033333333333335e+01,1.0316666666666666e+01
2.6800000000000002e+00,1.0122226240486401e+05,1.0468387501431631e+05,2.9244502835574281e+02,3.1266666666666666e+01,1.0319047619047620e+01
2.7000000000000002e+00,1.0122149686640603e+05,1.0468387501431631e+05,2.9244502835574281e+02,3.1500000000000000e+01,1.0321428571428571e+01
2.7200000000000002e+00,1.0122073134512009e+05,1.0468387501431631e+05,2.9244502835574281e+02,3.1733333333333334e+01,1.0323809523809524e+01
2.7400000000000002e+00,1.0121996584100583e+05,1.0468387501431631e+05,2.9244502835574281e+02,3.1966666666666669e+01,1.0326190476190476e+01
2.7599999999999998e+00,1.0121920035406304e+05,1.0468387501431631e+05,2.9244502835574281e+02,3.2199999999999996e+01,1.0328571428571429e+01
2.7799999999999998e+00,1.0121843488429136e+05,1.0468387501431631e+05,2.9244502835574281e+02,3.2433333333333330e+01,1.0330952380952381e+01
2.7999999999999998e+00,1.0121766943169051e+05,1.0468387501431631e+05,2.9267923730784372e+02,3.2666666666666664e+01,1.0333333333333334e+01
2.8199999999999998e+00,1.0121690399626020e+05,1.0467721522284216e+05,2.9267923730784372e+02,3.2899999999999999e+01,1.0335714285714285e+01
2.8399999999999999e+00,1.0121613857800013e+05,1.0467721522284216e+05,2.9267923730784372e+02,3.3133333333333333e+01,1.0338095238095239e+01
2.8599999999999999e+00,1.0121537317691003e+05,1.0467721522284216e+05,2.9267923730784372e+02,3.3366666666666660e+01,1.0340476190476190e+01
2.8799999999999999e+00,1.0121460779298955e+05,1.0467721522284216e+05,2.9267923730784372e+02,3.3599999999999994e+01,1.0342857142857143e+01
2.8999999999999999e+00,1.0121384242623847e+05,1.0467721522284216e+05,2.9267923730784372e+02,3.3833333333333329e+01,1.0345238095238095e+01
2.9199999999999999e+00,1.0121307707665645e+05,1.0467721522284216e+05,2.9267923730784372e+02,3.4066666666666663e+01,1.0347619047619048e+01
2.9399999999999999e+00,1.0121231174424318e+05,1.0467721522284216e+05,2.9267923730784372e+02,3.4299999999999997e+01,1.0350000000000000e+01
2.9600000000000000e+00,1.0121154642899841e+05,1.0467721522284216e+05,2.9267923730784372e+02,3.4533333333333331e+01,1.0352380952380953e+01
2.9800000000000000e+00,1.0121078113092179e+05,1.0467721522284216e+05,2.9267923730784372e+02,3.4766666666666666e+01,1.0354761904761904e+01
3.0000000000000000e+00,1.0121001585001309e+05,1.0467721522284216e+05,2.9291285905872047e+02,3.5000000000000000e+01,1.0357142857142858e+01
3.0200000000000000e+00,1.0120925058627197e+05,1.0449594567908370e+05,2.9291285905872047e+02,3.5233333333333334e+01,1.0359523809523809e+01
3.0400000000000000e+00,1.0120848533969815e+05,1.0449594567908370e+05,2.9291285905872047e+02,3.5466666666666669e+01,1.0361904761904762e+01
3.0600000000000001e+00,1.0120772011029134e+05,1.0449594567908370e+05,2.9291285905872047e+02,3.5699999999999996e+01,1.0364285714285714e+01
3.0800000000000001e+00,1.0120695489805122e+05,1.0449594567908370e+05,2.9291285905872047e+02,3.5933333333333330e+01,1.0366666666666667e+01
3.1000000000000001e+00,1.0120618970297753e+05,1.0449594567908370e+05,2.9291285905872047e+02,3.6166666666666664e+01,1.0369047619047619e+01
3.1200000000000001e+00,1.0120542452506995e+05,1.0332893863995126e+05,2.9291285905872047e+02,3.6399999999999999e+01,1.0371428571428572e+01
3.1400000000000001e+00,1.0120465936432821e+05,1.0332893863995126e+05,2.9291285905872047e+02,3.6633333333333333e+01,1.0373809523809523e+01
3.1600000000000001e+00,1.0120389422075197e+05,1.0332893863995126e+05,2.9291285905872047e+02,3.6866666666666667e+01,1.0376190476190477e+01
3.1800000000000002e+00,1.0120312909434100e+05,1.0332893863995126e+05,2.9291285905872047e+02,3.7100000000000001e+01,1.0378571428571428e+01
3.2000000000000002e+00,1.0120236398509495e+05,1.0332893863995126e+05,2.9310015459553148e+02,3.7333333333333336e+01,1.0380952380952381e+01
3.2200000000000002e+00,1.0120159889301355e+05,1.0256751887314032e+05,2.9310015459553148e+02,3.7566666666666670e+01,1.0383333333333333e+01
3.2400000000000002e+00,1.0120083381809651e+05,1.0256751887314032e+05,2.9310015459553148e+02,3.7799999999999997e+01,1.0385714285714286e+01
3.2599999999999998e+00,1.0120006876034351e+05,1.0256751887314032e+05,2.9310015459553148e+02,3.8033333333333331e+01,1.0388095238095238e+01
3.2799999999999998e+00,1.0119930371975429e+05,1.0256751887314032e+05,2.9310015459553148e+02,3.8266666666666666e+01,1.0390476190476191e+01
3.2999999999999998e+00,1.0119853869632853e+05,1.0256751887314032e+05,2.9310015459553148e+02,3.8499999999999993e+01,1.0392857142857142e+01
3.3199999999999998e+00,1.0119777369006594e+05,1.0208207908247999e+05,2.9310015459553148e+02,3.8733333333333327e+01,1.0395238095238096e+01
3.3399999999999999e+00,1.0119700870096624e+05,1.0208207908247999e+05,2.9310015459553148e+02,3.8966666666666661e+01,1.0397619047619047e+01
3.3599999999999999e+00,1.0119624372902910e+05,1.0208207908247999e+05,2.9310015459553148e+02,3.9199999999999996e+01,1.0400000000000000e+01
3.3799999999999999e+00,1.0119547877425427e+05,1.0208207908247999e+05,2.9310015459553148e+02,3.9433333333333330e+01,1.0402380952380952e+01
3.3999999999999999e+00,1.0119471383664141e+05,1.0208207908247999e+05,2.9328554337826262e+02,3.9666666666666664e+01,1.0404761904761905e+01
3.4199999999999999e+00,1.0119394891619027e+05,1.0176211516031137e+05,2.9328554337826262e+02,3.9899999999999999e+01,1.0407142857142857e+01
3.4399999999999999e+00,1.0119318401290053e+05,1.0176211516031137e+05,2.9328554337826262e+02,4.0133333333333333e+01,1.0409523809523810e+01
3.4600000000000000e+00,1.0119241912677191e+05,1.0176211516031137e+05,2.9328554337826262e+02,4.0366666666666667e+01,1.0411904761904761e+01
3.4800000000000000e+00,1.0119165425780411e+05,1.0176211516031137e+05,2.9328554337826262e+02,4.0599999999999994e+01,1.0414285714285715e+01
3.5000000000000000e+00,1.0119088940599680e+05,1.0176211516031137e+05,2.9328554337826262e+02,4.0833333333333329e+01,1.0416666666666666e+01
3.5200000000000000e+00,1.0119012457134975e+05,1.0155972717721883e+05,2.9328554337826262e+02,4.1066666666666663e+01,1.0419047619047619e+01
3.5400000000000000e+00,1.0118935975386261e+05,1.0155972717721883e+05,2.9328554337826262e+02,4.1299999999999997e+01,1.0421428571428571e+01
3.5600000000000001e+00,1.0118859495353512e+05,1.0155972717721883e+05,2.9328554337826262e+02,4.1533333333333331e+01,1.0423809523809524e+01
3.5800000000000001e+00,1.0118783017036696e+05,1.0155972717721883e+05,2.9328554337826262e+02,4.1766666666666666e+01,1.0426190476190476e+01
3.6000000000000001e+00,1.0118706540435787e+05,1.0155972717721883e+05,2.9345207575983807e+02,4.2000000000000000e+01,1.0428571428571429e+01
3.6200000000000001e+00,1.0118630065550751e+05,1.0142241014261816e+05,2.9345207575983807e+02,4.2233333333333334e+01,1.0430952380952380e+01
3.6400000000000001e+00,1.0118553592381562e+05,1.0142241014261816e+05,2.9345207575983807e+02,4.2466666666666669e+01,1.0433333333333334e+01
3.6600000000000001e+00,1.0118477120928190e+05,1.0142241014261816e+05,2.9345207575983807e+02,4.2700000000000003e+01,1.0435714285714285e+01
3.6800000000000002e+00,1.0118400651190603e+05,1.0142241014261816e+05,2.9345207575983807e+02,4.2933333333333330e+01,1.0438095238095238e+01
3.7000000000000002e+00,1.0118324183168776e+05,1.0142241014261816e+05,2.9345207575983807e+02,4.3166666666666664e+01,1.0440476190476190e+01
3.7200000000000002e+00,1.0118247716862675e+05,1.0133783340675499e+05,2.9345207575983807e+02,4.3399999999999999e+01,1.0442857142857143e+01
3.7400000000000002e+00,1.0118171252272274e+05,1.0133783340675499e+05,2.9345207575983807e+02,4.3633333333333333e+01,1.0445238095238095e+01
3.7599999999999998e+00,1.0118094789397542e+05,1.0133783340675499e+05,2.9345207575983807e+02,4.3866666666666660e+01,1.0447619047619048e+01
3.7799999999999998e+00,1.0118018328238449e+05,1.0133783340675499e+05,2.9345207575983807e+02,4.4099999999999994e+01,1.0449999999999999e+01
3.7999999999999998e+00,1.0117941868794967e+05,1.0133783340675499e+05,2.9360860226292243e+02,4.4333333333333329e+01,1.0452380952380953e+01
3.8199999999999998e+00,1.0117865411067064e+05,1.0127732819302886e+05,2.9360860226292243e+02,4.4566666666666663e+01,1.0454761904761904e+01
3.8399999999999999e+00,1.0117788955054714e+05,1.0127732819302886e+05,2.9360860226292243e+02,4.4799999999999997e+01,1.0457142857142857e+01
